-0.01	-66
-0.00996	-66
-0.00992	-66
-0.00988	-66
-0.00984	-66
-0.0098	-66.4
-0.00976	-66
-0.00972	-66
-0.00968	-66.4
-0.00964	-66
-0.0096	-66
-0.00956	-66
-0.00952	-66
-0.00948	-66.4
-0.00944	-66
-0.0094	-66
-0.00936	-66.4
-0.00932	-66
-0.00928	-66
-0.00924	-66
-0.0092	-66
-0.00916	-66
-0.00912	-66
-0.00908	-66
-0.00904	-66
-0.009	-66.4
-0.00896	-66
-0.00892	-66
-0.00888	-66
-0.00884	-66.4
-0.0088	-66
-0.00876	-66
-0.00872	-66
-0.00868	-66
-0.00864	-66.4
-0.0086	-66
-0.00856	-66
-0.00852	-66
-0.00848	-66
-0.00844	-66
-0.0084	-66
-0.00836	-66.4
-0.00832	-66
-0.00828	-66.4
-0.00824	-66.4
-0.0082	-66
-0.00816	-66
-0.00812	-66.4
-0.00808	-66
-0.00804	-66.4
-0.008	-66.4
-0.00796	-66.4
-0.00792	-66
-0.00788	-66
-0.00784	-66
-0.0078	-66
-0.00776	-66
-0.00772	-66.4
-0.00768	-66.4
-0.00764	-66
-0.0076	-66
-0.00756	-66
-0.00752	-66
-0.00748	-66
-0.00744	-66
-0.0074	-66.4
-0.00736	-66
-0.00732	-66
-0.00728	-66
-0.00724	-66
-0.0072	-66
-0.00716	-66
-0.00712	-66
-0.00708	-66.4
-0.00704	-66
-0.007	-66
-0.00696	-66
-0.00692	-66
-0.00688	-66.4
-0.00684	-66
-0.0068	-66.4
-0.00676	-66.4
-0.00672	-66.4
-0.00668	-66.4
-0.00664	-66.4
-0.0066	-66.4
-0.00656	-66.4
-0.00652	-66.4
-0.00648	-66
-0.00644	-66.4
-0.0064	-66
-0.00636	-66
-0.00632	-66
-0.00628	-66
-0.00624	-66.4
-0.0062	-66.4
-0.00616	-66.4
-0.00612	-66.4
-0.00608	-66.4
-0.00604	-66
-0.006	-66.4
-0.00596	-66
-0.00592	-66.4
-0.00588	-66.4
-0.00584	-66.4
-0.0058	-66
-0.00576	-66.4
-0.00572	-66.4
